packet_id,timestep,routing_mode,src,dst,path,hop_count,end_to_end_latency_ms,base_latency_ms,queuing_delay_ms,path_loss_prob,delivered,demand_gbps,size_bytes,bottleneck_avail_bw_gbps,max_congestion
1696,34,rl_agent,11,7,"[11, 10, 11]",2,7.930876458970547,4.0,3.9308764589705474,0.04154647025700353,False,0.05,1500,2.028037020032696,0.7971962979967304
1697,34,rl_agent,13,3,"[13, 9, 4, 3]",3,20.590699704228022,18.5,2.0906997042280224,0.0014772962134514955,True,0.05,1500,2.742166081352126,0.7257833918647874
1698,34,rl_agent,0,10,"[0, 3, 4, 5, 10]",4,21.12241477050221,19.75,1.3724147705022105,0.0,True,0.05,1500,5.706972081402003,0.4293027918597997
1699,34,rl_agent,12,6,"[12, 7, 1, 2, 5, 6]",5,42.703426827033184,41.0,1.7034268270331836,0.0,True,0.05,1500,4.400296405439138,0.5599703594560862
1700,35,rl_agent,12,9,"[12, 7, 8, 9]",3,14.042218694665994,12.65,1.3922186946659938,0.0,True,0.05,1500,4.485077223194354,0.5514922776805646
1701,35,rl_agent,10,9,"[10, 11, 12, 7, 8, 9]",5,20.729960274809592,16.4,4.329960274809594,0.03716419673996718,True,0.05,1500,1.7067912568736165,0.8293208743126383
1702,35,rl_agent,13,0,"[13, 9, 4, 3, 0]",4,25.832319870261415,24.0,1.832319870261415,0.0,True,0.05,1500,3.9363790683775752,0.6063620931622424
1703,35,rl_agent,0,12,"[0, 3, 8, 12]",3,25.08256398150493,22.0,3.0825639815049293,0.03631117235618753,True,0.05,1500,1.7217188274763497,0.827828117252365
1704,35,rl_agent,11,5,"[11, 6, 5]",2,19.587195705949647,17.5,2.0871957059496467,0.0023273688186685737,True,0.05,1500,2.6763773851535033,0.7323622614846497
1705,35,rl_agent,9,6,"[9, 4, 5, 6]",3,22.555385126960893,20.75,1.8053851269608927,0.0,True,0.05,1500,3.8863790683775754,0.6113620931622424
